Vpp  mean  Vpp_err  mean_err
0.023255813953488  69.1647  0  0.0256707
0.034883720930233  105.693  0  0.0282107
0.046511627906977  142.502  0  0.0274138
0.058139534883721  180.604  0  0.0283258
0.069767441860465  218.22  0  0.0290513
0.081395348837209  255.396  0  0.027813
0.093023255813954  294.252  0  0.0287555
0.104651162790698  331.299  0  0.0309977
0.116279069767442  368.897  0  0.0288687
0.127906976744186  407.018  0  0.028589
0.13953488372093  444.37  0  0.0306109
0.151162790697674  482.428  0  0.0312347
0.162790697674419  520.009  0  0.0310118
0.174418604651163  557.086  0  0.0352625
0.186046511627907  595.473  0  0.0346715
0.209302325581395  667.643  0  0.0321322
